ID,Emotion,Text,Lable
Sess10_impro04_F043,happy,빨리 씻고 나와.,5
Sess10_script03_F006,sad,잘 들어 나 폐에 종양이 생겼대.,3
Sess10_impro03_F002,neutral,무슨 일 있었어? 표정이 왜 그래?,4
Sess10_script06_F028,happy,대신 같이 살아야겠어.,5
Sess10_impro02_F014,angry,네 아 근데요. 그쪽 주방장님이 오시기 전까지 제가 이 주방 총책임자였어요.,2
Sess10_script04_F014,angry,아니 오타 때문에 아이디어를 탈락 시켰다구요? 가장 좋은 아이디어를 오타 때문에?,2
Sess10_impro04_F028,happy,아우 그때 돌아갔다구 생각하구 한번 해봐.,5
Sess10_script01_F004,surprise,지 지섭씨는 여기있어. 일단 내가 가서 보고올테니까,1
Sess10_script01_F001,surprise,몰라 몰라 몰라. 어떡해.,1
Sess10_impro04_F051,happy, 알겠어.,5
Sess10_impro04_F034,happy, 내일 뭐 먹고 싶어? 어내가 다 해줄게. 먹고 싶은 거 말만 해봐.,5
Sess10_script03_F014,sad,여보 울 아빠 기억해? 사고로 돌아가신 우리 아빠.,3
Sess10_impro04_F025,happy,만약에 내가 먼저 죽으면 어떡할거야?,5
Sess10_script04_F004,neutral,전 차인 거네요.,4
Sess10_script06_F011,neutral,근데 중국집 얘기는 조금 실망스러워.,4
Sess10_script06_F030,happy,"100일 반지. 으이그, 이 무능력한 남자야. 여자인 내가 반지를 준비해야겠어. 오빠가 당연히 준비해야지.",5
Sess10_script06_F022,happy, 진짜 오빠 너무 웃겨.,5
Sess10_script01_F011,fear,지섭씨.,0
Sess10_impro04_F032,happy,하여간 아주 그냥 전형적인 대답만 잘해요 잘해 아주.,5
Sess10_script03_F019,sad,나두 살구 싶어. 나도 사람인데. 근데 싸우기엔 너무 늦었고 지쳤어.,3
Sess10_impro01_F012,neutral,이저도 미안해요. 저도 더 이상 드릴 말씀은 없고 회사에서 내려온 방침대로 하는 거기. 때문에,4
Sess10_impro04_F045,happy,사랑한다고 한번만 더 해줘.,5
Sess10_script06_F007,neutral,궁금해?,4
Sess10_script05_F005,neutral,취미요? 어 요즘은 유튜브 영상을 찍어서 올리고 있습니다.,4
Sess10_script03_F004,neutral,자 이거 받어.,4
Sess10_script06_F031,neutral,"미장원에서 샴푸하면서 아줌마들이 주는 팁 좀 모았지, 으이그 오빠는 돈 걱정 하지마. 내가 먹여 살릴게.",4
Sess10_impro04_F050,happy,하여간 내가 참.,5
Sess10_script06_F026,neutral,오빠 같은 사람하곤 이젠 못 만나겠다구.,4
Sess10_impro04_F040,happy,어 내일 그럼 퇴근 빨리 하고 와.,5
Sess10_script02_F025,happy,오빠 나 생각만 해도 너무 좋아.,5
Sess10_script02_F024,happy, 정말? 정말? 진짜지? 진짜지? 오빠 정말 오빠가 짱이야 최고야. 나한텐 역시 우리오빠야 나 천만원 아 아니 1억만 딱 딱 1억만 주라.,5
Sess10_impro04_F017,happy,응 그러셨어요? 나 죽을까봐 그렇게 걱정 됐어?,5
Sess10_script03_F018,sad,무슨 의미가 있겠어? 삼년을 더 사셨다구 아빠도 행복했을까.,3
Sess10_script04_F005,neutral,웃자고 한 얘기에요. 근데 그 아이디어라는게 뭐죠?,4
Sess10_script06_F012,happy,오호 맛있겠다.,5
Sess10_script04_F015,neutral,그야 환경 단체와 지속적으로 이야기 나누며 그게.,4
Sess10_script03_F015,sad, 사실 우리 아빠도 나랑 같은 병이었어.,3
Sess10_script02_F021,happy,오빠아아앙 내가 오빠 잘 될줄 알았다니까.,5
Sess10_script02_F016,happy,얼마든지 꼬집어 줄게.,5
Sess10_script02_F019,happy,알았어 걱정하지마. 내가 입이 무겁잖아 그러니까 신상 구두 좀,5
Sess10_impro03_F004,neutral,얼굴에 다 써 있어 나 너무 힘들어요 이렇게. 말해봐.,4
Sess10_impro04_F006,happy,여깄어요.,5
Sess10_script02_F009,disgust,퍽이나 좋겠다.,6
Sess10_impro02_F006,angry,지금 저랑 싸우고 싶어서 지금 이렇게 하시는 거예요?,2
Sess10_script01_F013,fear,이건 사람이면 사람이면 이러면 안되잖아 당신 이런 사람 아니잖아 왜이러는데.,0
Sess10_script05_F016,neutral,아 아닙니다. 하 하겠습니다. 사랑을 했다 우리가 만나.,4
Sess10_impro03_F005,neutral,뭔 소리야 또 갑자기 와가지고. 왜 누가 너보고 별로래?,4
Sess10_impro02_F010,angry,왜요?,2
Sess10_impro04_F048,happy,하여간 내가.,5
Sess10_impro04_F042,happy, 아 이 사람 왜 저래. 하여간 어 얼른 씻어 얼른 씻어.,5
Sess10_impro04_F030,happy,응.,5
Sess10_impro01_F010,neutral,제가 뭐 다 증빙지 있거든요 영수증도 있고 예예아 네 알겠으니까 네네 알겠으니까 그 징계위원회에서 말씀드리라고요.,4
Sess10_script05_F019,angry,"아무리 약자라도 기본적이고 인간적인 대우를 해줘야 될 거 아냐. 시간 때우려고, 니들 심심풀이 땅콩으로 채우려고 지원자 갖고 놀지 말라고.",2
Sess10_impro01_F009,neutral,글쎄요 저도 회사에서 방침에 따르는 거라.,4
Sess10_script02_F017,happy,제대로 꼬집어야 꿈인지 아닌지 알 수 있지?,5
Sess10_impro03_F024,happy,어 기다려 엄마가 요리해줄게.,5
Sess10_script01_F016,fear,지금 계속 무슨 말이야.,0
Sess10_impro04_F014,happy,우리 연애할 때 나 아파갖고 회사도 막 못 나가고 그럴 때 있잖아.,5
Sess10_impro02_F007,angry,장난하지 마세요. 지금 이거는 절 무시하는 거잖아요. 제 요리를 건든다는 건 자존심을 건든다는 거예요.,2
Sess10_script05_F002,neutral,어 원래 인서울권 대학에 합격했지만 집안 사정으로,4
Sess10_impro04_F054,happy,사랑해.,5
Sess10_impro04_F010,happy,알겠어요 선생님.,5
Sess10_script05_F008,surprise,네? 어 어째서.,1
Sess10_impro04_F018,happy,여보.,5
Sess10_impro04_F053,happy, 내가 하여간 내가 저 남자때문에 산다니깐. 여보.,5
Sess10_impro04_F029,happy,어.,5
Sess10_script03_F010,sad,글쎄.,3
Sess10_script03_F002,neutral,요 앞 마트.,4
Sess10_impro03_F003,neutral,말해 봐. 회사에서 무슨 일 있었구나.,4
Sess10_script05_F007,neutral,어 그게 80점 정도 주고 싶습니다.,4
Sess10_impro04_F020,happy,나 사랑해?,5
Sess10_impro04_F046,happy,아 지금 빨리 해봐,5
Sess10_script04_F002,neutral,회의 시작 전이죠?,4
Sess10_impro02_F013,angry, 제 요리니까 선 넘지 마시라구요. 제가 알아서 할테니까요.,2
Sess10_impro02_F003,neutral,네? 제 제 요리 무시하시는 거예요? 저 이걸로 언론에서 상도 탔어요.,4
Sess10_script04_F008,neutral,"우리 회사에서 제일 잘 나가는 팀장님과 새로운 TP TF팀을 꾸려서 능력을 인정 받고 싶었는데 그걸 못하게 됐으니까요, 도대체 어떤 아이디어이길래 날 빼고 추진하려는걸까? 이런 아쉬움인거죠.",4
Sess10_impro03_F014,neutral,아유 먹어야 힘 나 그것도. 다 헤어지고 니 나이때 다 그런 거지 뭘 그렇게 크게 자꾸 생각을 해. 일단 밥이나 먹어.,4
Sess10_impro01_F008,neutral,예그럼 그 보고서 잘 정리해서 아마 주중에 징계위원회가 열릴 거거든요. 그때 와서 말씀주시면 될 거 같애요.,4
Sess10_script02_F004,disgust,제발 어디가서 내 친오빠라고 좀 하지 좀 마 나한테 BTS 밖에 없으니까.,6
Sess10_impro03_F013,neutral,그알지 알지.,4
Sess10_script01_F002,surprise,지섭씨 일단 112에 신고하자.,1
Sess10_impro04_F003,neutral,어? 아니야 괜찮아 이거. 그냥 조금만 조금 까졌어.,4
Sess10_impro03_F016,sad,아유 내가 내가 어떻게 안 아파. 다 다 아프고 그런 거지. 어떻게 사랑이 안 아프겠어. 음 엄마도 아빠 떠나보낼 때 많이 아프고 어렸을 때 연애할 때 많이 울고 그랬어. ,3
Sess10_script03_F001,neutral,뭐가 그렇게 재밌어?,4
Sess10_impro04_M029,neutral,당신 죽으면?,4
Sess10_script06_M011,neutral,근데 그 꿈은 왜 물어 본거야?,4
Sess10_impro04_M019,neutral,응.,4
Sess10_impro04_M043,happy,알았어. 씻고 나오면 뭐 할건데 ,5
Sess10_script01_M029,surprise,뭐? 뭔데?,1
Sess10_script01_M002,angry,아 씨 그러니까 날 말렸어야지 술 먹어서 운전 안한다고 했잖아 내가 씨 하 잠깐만 하.,2
Sess10_impro01_M009,surprise, 아 그 제가 이해가 안되가지고 저는 어 말씀해주신대로 프로젝트 진행 중이였고 예산은 필요한 부분만 제가 뭐 다 증빙지 있거든요 영수증도 있고 예예,1
Sess10_script03_M004,happy,아 모를 수도 있지 뭐 그게 무슨 대수인가? 저거 진짜 웃기다.,5
Sess10_script02_M002,neutral,야 친오빠한테 오지구 지리구가 뭐냐.,4
Sess10_script05_M005,neutral," 아 뭐 그럴 수도 있죠, 근데 유진씨는 취미가 뭐에요?",4
Sess10_script02_M028,happy,1억이라. 음 좋아 야 돈 찾으면 바로 현금으로 줄게.,5
Sess10_impro04_M055,happy, ,5
Sess10_impro01_M010,surprise,아 그러니까 제가 거기를 간다는 건 제가 징계 지금 대상자가 된 거 아닌가.,1
Sess10_impro04_M047,happy,해봐아 이따가.,5
Sess10_impro04_M040,neutral,괜찮을까? ,4
Sess10_impro03_M022,happy,알았어 엄마. 뭐라고 안 할테니까 빨리 밥해줘. 세공기 먹어야겠다. 아.,5
Sess10_script02_M027,happy,"아 진작에 그럴 것이지, 얼마 필요하냐?",5
Sess10_script02_M010,happy,야 일단 5천원 확보.,5
Sess10_script04_M005,neutral,팀도 아닌데 설명을 듣 드려야 하나요?,4
Sess10_impro04_M004,surprise,뭘 조금 까져 엄청 겁나 까졌구만. 의사한테 뭐 왜 그래 진짜 갖고와 봐. 줘 봐.,1
Sess10_script06_M013,happy,음 바다야 바다. 제주도 서귀포에 풍경 좋은 곳이 많거든? 그쪽에 바다가 보이는 양지바른 땅을 사서 하얗고 웅장하게 팬션을 짓는 거야. 마당에서는 바비큐를 하고. ,5
Sess10_script02_M025,neutral,아 됐고.,4
Sess10_script01_M019,angry,너도 사라지게 해줘? 어? 어?,2
Sess10_impro01_M011,surprise,아 그니까 제가 납득이 안 아 부장님 제가 뭐라고 하는게 아니라요. 제가 납득이 안되가지고. 이,1
Sess10_script06_M017,neutral, 유진아.,4
Sess10_script05_M013,neutral,그럼 됐죠 뭐. 연애 이야기를 물어 본 건 저도 실례였으니까 이해해주시구요. 어쨌든 이게 다 그 면접 방식 중 하납니다 이해하시죠? 그리고 이력서 보니까 그 여기 특기가 노래랑 그 춤이라고 적혀있는데 노래 잘해요?,4
Sess10_script06_M020,neutral, 어 총 백개.,4
Sess10_script04_M003,neutral,네 그렇게 됐습니다.,4
Sess10_impro03_M012,sad,아무것도 못 하겠어. 내가 진짜 내가 진짜 걔 얼마나 좋아했는지 알지 엄마? 나 내가 걔밖에 없었고. 엄마 알잖아. 그,3
Sess10_script06_M006,surprise,아아 내 뜻은 그게 아니라 갑자기 물어보니까 당황해서 그랬지.,1
Sess10_script02_M023,neutral,혹시 모르니까 이건 너랑 나만 아는 비밀이야 알았어?,4
Sess10_script06_M027,happy,아 아 아 여진아 아,5
Sess10_script03_M011,neutral,수술하면 되는거 아냐?,4
Sess10_impro04_M030,neutral,당신 죽으면은 내가 살 수 있을 거 같애? 윤서.,4
Sess10_impro04_M022,happy,사랑해.,5
Sess10_script04_M007,neutral,글쎄요. 그건 아쉬움이라기 보단 궁금증이겠죠 아니면 도대체 날 이렇게 엿 먹인게 누굴까? 하는 질투 정도로 해석되는군요.,4
Sess10_impro04_M018,neutral,아 윤서 깨니까 빨리 조용히 해.,4
Sess10_script03_M023,sad,아니 야 미숙아. 미숙 미.,3
Sess10_script04_M008,neutral,"아 지나친건 아니라고 봅니다. 오히려 지나친건 소은씨 같군요, 곧 회의가 시작 될거라 저는 보고서를 다 파악해둬야는데 소은씨 덕분에 그 시간을 뺏기고 있으니까요.",4
Sess10_script06_M030,happy,아니 그래도 아.,5
Sess10_impro04_M031,neutral,시집보내고.,4
Sess10_impro04_M024,happy,어?,5
Sess10_impro04_M013,neutral,왜?,4
Sess10_impro04_M032,neutral,따라가야지.,4
Sess10_script02_M017,surprise,로또 1등이야 로또 1등 1등 이거 어쩔거야 어쩜 좋냐 하하하하.,1
Sess10_impro04_M010,neutral,고급 인력이니까요.,4
Sess10_script06_M032,happy,아 아 여진아.,5
Sess10_impro01_M007,neutral,원래 잡혀 있던 예산이 사실은 조금 되게 부족했었어요. 그래서 저희도 꼭 필요한 부분에만 어 예산을 쓴다고 쓴 거였거든요. 사실 정말 최소한으로 쓴 거기 한 거거든요. 그래서 따로 지금 그걸 보고를 드리려고 한 거였는데 . 예,4
Sess10_script01_M023,angry,그리고 너도 야 똑바로 들어.,2
Sess10_script06_M021,sad, 미안해 사실 이번에도 월급 못 받았어. 가게 사정도 어렵고 근데 오늘 우리 만난지 100일인데 선물.,3
Sess10_script06_M028,surprise, 이게 뭔데?,1
Sess10_script05_M017,happy," 아이구 아아 잘하시네, 아 아 목소리가 너무 작네 어 좀 더 크게.",5
Sess10_impro04_M001,neutral,아 여보 나 왔어.,4
Sess10_impro03_M021,neutral, 배고프네.,4
Sess10_impro01_M015,angry,예?,2
Sess10_script02_M020,happy," 야 심장 뛰는거봐, 미칠거 같다 우아.",5
Sess10_impro03_M010,angry,아 근데 아 김 부장도 짜증나는데. 어 하 지혜가 헤어지자 그래가지고 그것도 짜증나고. ,2
Sess10_script06_M001,neutral,"음 좀 천천히 좀 먹어, 햄버거 어디 안 도망가. 콜라도 좀 먹고.",4
Sess10_script04_M002,neutral,네 그렇습니다만 어쩐 일인가요?,4
Sess10_impro04_M025,neutral,또 뭐.,4
Sess10_script05_M007,neutral, 본인이 생각하기에 오늘 코디는 어때요? 본인 스스로에게 점수를 준다면?,4
Sess10_script02_M003,disgust,야 BTS가 오빠냐? 야 너보다 6살은 어려 웃기고 있네.,6
Sess10_impro02_M003,neutral,전 단순하게 그런 말씀 드리는게 아니라 뭐 오일을 넣은 걸 제가 몰라서 물어본 게 아니에요 지금. 네 그래서 물어본 게 아니라 오일 양을 좀 생각을 하고 좀 요리를 만드셨으면 하는데.,4
Sess10_script03_M017,surprise,뭐? 당신 어릴적에 사고로 돌아가셨다고 했잖아? ,1
Sess10_script01_M020,angry,지금 니가 나한테 하는 짓이 더 이상해.,2
Sess10_script01_M001,surprise,야 차 지금 사람 친 거야? 지금 사람 친 거 맞지? 그치?,1
Sess10_script02_M022,neutral,구두 좀로또 1등 된 사람만 쫓아다니면서 돈 뺏고 구걸하는 사람이 있다잖아.,4
Sess10_script06_M018,neutral,"알잖아 이거 봐봐, 널 위해서 선물 준비했어. ",4
Sess10_impro04_M033,neutral,아주내 인생의 여자는 은미 너 하나가 끝이야. ,4
Sess10_impro01_M013,angry,아 아니 제가 이런 말씀까진 안 드리려고 했는데 부장님 저 진짜 조용히 저는 제 위치에서 할 일 열심히 했거든요? 근데 지금 이렇게 말씀 하시는 게 전 납득할 수가 없고요. 일을 시키셨는데 지금 제가 갑자기 징계를 가는 이 시스템을 이해할 수 없어요. 그래서 저 맨 처음에 부장님이랑 전무님이랑 저 일시키실 때 뭐라고 하셨어요. 그거 저 다 핸드폰 녹음돼있거든요. 그럼 징계위에서 그것도 같이 공개를 할게요.,2
Sess10_script03_M010,surprise,장난이지? 농담하는 거지? 지금이라도 빨리 병원가자.,1
Sess10_script03_M005,neutral,어.,4
Sess10_script05_M012,neutral,됐구요 취직 공부하느라고 연애할 시간도 없었던 거죠? 어 그럼 마지막 연애 한 게 언제에요?,4
Sess10_script06_M031,happy,아.,5
Sess10_script03_M007,neutral,이거 뭐야 집 앞 마트는 라면하고 생필품이 싸고 반찬가게는 옆 대 동네 시장이 괜찮고 이게 뭔데 이게 뭔데 날 적어줘?,4
Sess10_impro03_M016,angry,않아근데 나는 내가 지금 세상에서 제일 힘든 거 같아. 비참하고 버림받아가지고 걔는 지금 남친 생겼어 또 벌써. 그게 더 막 이게 막 갈기갈기 찢기는 거 같아서 그러는 거야.,2
Sess10_impro04_M003,surprise,피곤해가지고손 뭐야 왜그래?,1
Sess10_script01_M017,angry,전화할게야 야 전화기 내려놔 내려놔.,2
Sess10_impro04_M008,angry,조심 좀 하지 그래. 그 애들 노는 어휴 진짜 꼭.,2
Sess10_impro02_M007,neutral,아니 딱 봤을 때 그냥 자극적이고 맛만 좋으면 그게 끝은 아니잖아요.,4
Sess10_script01_M028,surprise,왜?,1
Sess10_impro04_M054,happy,왜?,5
Sess10_script03_M001,happy, 이야 저거 봐봐 저 개그맨 웃기지 않아?,5
Sess10_script01_M030,surprise,지나가고 있어뭐야 씨 뭐야 야야 뭐야 야 뭐야 야 아니 어디서 나타난거야. 어디서 나타난거야,1
Sess10_impro04_M039,happy,내일 약간 어 오랜만에 약간 묵은지 김치 아 묵은지 그 돼지 어떤 뭐 고런김치찌개 어 느낌 어떨까,5
Sess10_impro03_M020,sad,아냐 엄마 내가 잘할게 나 그냥 너무 속상하고 말할 사람이 엄마 밖에 없으니까 투정부리고 싶었어. 그런데 미안해 엄마 내가.,3
Sess10_impro03_M003,neutral, 아니 그런 거 없어 그런 거.,4
Sess10_impro04_M009,neutral,가만. 소독은 간호사가 하고 저는 수술을 하죠. ,4
Sess10_script06_M033,happy,이 여진아 사랑한다. 아 정말 사랑해 아 여진아. ,5
Sess10_impro04_M020,happy,갑자기 왜 그런 눈으로 봐 무섭게 갑자기 왜 그렇게 봐.,5
Sess10_impro01_M021,angry,아 그 잘못 안 게 아니고요. 아까 말씀드렸다시피 핸드폰 녹음되어 있고 이중장부도 다 기록들이 있어요. 저는 사실 아래에 직원 입장에서 어느 정도면 그게 저는 사실상 이해를 하려고 했습니다. 회사 돌아가는 거고 다 어련히 이유가 있으니까 그렇게 하시겠지라고 생각을 하고 저는 그냥 대리 제 입장에서 일만 했는데 저한테 이런 이런 불합리한 뭐 징계를 주신다고 하면 저는 저같이 힘없는 그냥 말단 대리 직원들이 뭐 어떻게 하겠습니까? 부장님.,2
Sess10_impro01_M020,neutral,그.,4
Sess10_script01_M007,surprise,아씨 깜짝이야. 어떻게 됐어? 죽었어?,1
Sess10_impro04_M053,neutral,응 알았어. 음.,4
Sess10_impro03_M001,neutral,응.,4
Sess10_script01_M014,angry,하 그러니까 그냥 이대로 가자 어? 나 이번에 들키면 공무원 시험도 못 본다고 이 .,2
Sess10_script02_M001,neutral,로또 추첨 방송 기다린다. 로또 대박 로또 대박.,4
Sess10_impro02_M008,neutral,아니 싸울려는 게 아니에요. 저는 더 좋은 요리를 만들려고 하는 거예요 가게를 위해서.,4
Sess10_script02_M015,surprise,성희야 나 어떡하냐.,1
Sess10_script02_M030,happy,내일 날 밝으면 이제 고주홍의 시대가 열린다 이거야. 두고 봐. 내가 이 돈으로 세상을 깜짝 놀라게 할,5
Sess10_script05_M004,neutral,"근데 이게 장점이면서도 좀 단점이군요. 그 지방대 이공계 출신에, 더군다나 대학원을 나왔으니 나이도 많고 경력은 회사 생활 딸랑 삼 개월 빼고는 전무하고.",4
Sess10_impro03_M006,angry,기 김 부장 아 걔 좀 짜증나게 해가지고.,2
Sess10_impro04_M021,happy,아 사랑하지.,5
Sess10_impro03_M017,sad, 그랬음 좋겠는데.,3
Sess10_impro04_M044,happy, 빨리 씻고 나와? 아 오늘 아 피곤한데 빨리 올게 잠깐만. 어 알았어알겠어 빨리 씻고 나와 알았지? 어,5
Sess10_impro04_M023,happy, 사랑합니다. ,5
Sess10_impro01_M016,angry,아니 협박이 아니라 저는 제가 낼 수 있는 서류를 내야될 거 아니겠습니까. 저,2
Sess10_impro03_M013,sad,아 뭐 아무것도 못 하겠어. 막 머리도 복잡하고 말도 안 나오고 뭐시기 김치찌개 지금 그 조루 들어가지도 않을 거 같고 짜증나 죽겠어.,3
Sess10_impro04_M011,neutral,웃지마. 에 가만히 있어알겠어. 약 바르게.,4
Sess10_script05_M002,neutral,음 지방대 출신이시네요.,4
Sess10_impro02_M009,neutral,자존심을 건드는게 아니라요. 제가 들은 아 흥분하지 마시구요.,4
Sess10_impro04_M015,neutral,그때 왜.,4
Sess10_impro01_M005,neutral,네네네.,4
Sess10_script06_M025,surprise,뭐? 뭐 갑자기 왜 그래?,1
Sess10_impro04_M041,neutral,그래?,4
Sess10_script02_M006,angry,아 지금 하고 있으니까 끝나고 준다고.,2
Sess10_script01_M011,angry,아니 그럼 뭐야 뭐 어떻게 된거야 사람은 쳤는데 그 사람이 없어졌다는게. 뭐 뭐 어떻게 된건데.,2
Sess10_impro04_M042,neutral,먹고나서 뭐 할까?,4
Sess10_script06_M019,neutral, 봐봐.,4
Sess10_script05_M009,neutral, 아니 뭐 패션이란 주관적인거 아닌가요? 내가 보기엔 10점입니다.,4
Sess10_impro01_M008,surprise,아 근데 그 징계위 왜 징계위원회가 왜 열리게 된 건지.,1
Sess10_script02_M011,happy,우아 네 개 네 개 맞았어 우아 야 이거 어떡할거야 이씨 오호 하.,5
Sess10_script01_M006,angry, 그러니까 이 야밤에 돌아다니다가 아니 왜 내 차에 치이고 난리야 아 씨이.,2
Sess10_impro01_M001,neutral,예 부장님. 부르셨습니까 네.,4
Sess10_script01_M013,angry,우리 술 마셨잖아. ,2
Sess10_script01_M032,fear,아 그냥 완전히 끝장내야지 그냥. 어?,0
Sess10_script03_M003,neutral,아 앞집에 마트가 있었어?,4
Sess10_script06_M012,neutral,아이 농담이지 사실 내 꿈은 말야. ,4
Sess10_script02_M005,neutral,야 이거 10분이면 끝나 조금만 기다려.,4
Sess10_impro04_M007,neutral,아 진짜.,4
Sess10_script03_M008,surprise,뭐?,1
Sess10_script03_M022,sad, 여보.,3
Sess10_script03_M006,neutral,뭔데 한참 재밌게 보고 있는데.,4
Sess10_script01_M009,fear,아 그럼 뭐지 어 뭐지.,0
Sess10_script01_M008,surprise,뭐? 아무것도 없다니 그게 말이 돼? 아 틀림없이 사람을 쳤잖아. 너도 봤잖아.,1
Sess10_script04_M004,neutral,"일 하는데 마음 맞고 아이디어 비슷한 사람끼리 하는거죠, 누굴 차고 차이는 건 아닌 것 같습니다만.",4
Sess10_impro03_M002,neutral,아 아냐 됐어.,4
Sess10_script03_M024,angry,도대체 무슨 소리 하는거야. 그런 얘기 좀 그만해.,2
Sess10_impro04_M050,happy,주책알았어 오 윤서 깼다. 윤서 깼다. 윤서 깼다. 빨 아 윤서 빨리 가서 재우고 있어 빨리 씻고 올테니까 알았지알겠어 알겠어 어 알았어.,5
Sess10_script02_M016,surprise,야 이거 어쩌면 좋냐.,1
Sess10_impro02_M002,neutral,아 그러니까 청양고추 말고요. 이 맛을 뭘 넣어서 어떻게 이렇게 만드셨냐고요.,4
Sess10_script04_M001,neutral,네 안녕하세요.,4
Sess10_script01_M018,angry, 야 너 자꾸 이러면 나도 더 이상 안 참아.,2
Sess10_impro04_M002,neutral,응. 왜케 얼굴이 피곤해 보여?,4
Sess10_script02_M004,neutral,가만 있어 이게 다 정성을 담아야 당첨이 되는거야. 나의 온 기운을 모아서 그리고 소망을 담아서 한땀 한땀 마킹한 번호 6개가 빛나는 순간까지 본방을 지켜보면서 간절히 원하고 또 원해야 당첨 되는거 모르냐?,4
Sess10_script01_M024,angry,넌 차에서 내려도 경찰에 전화해도 너 죽어 아? 알았어?,2
Sess10_impro04_M016,happy,아 또씨.,5
Sess10_impro03_M009,angry, 그 김 부장 얘기하는데 뭐 지금 파 얘기 환불얘기하고. 그러잖아,2
Sess10_impro03_M014,angry,아 자꾸 밥 얘기만 하네. 김치찌개 먹으면 지혜가 돌아와?,2
Sess10_impro03_M018,sad, 아니 엄마 내가 엄마한테 하 진짜 투정부리고 짜증내는데 엄마가 그렇게 얘기하니까 나 그것도 아무것도 모르고 있었는데.,3
Sess10_impro01_M014,angry,처음에 어떻게 말씀하셨고 했는지 그걸 다 제가 얘기 하면 되는 건가요?,2
Sess10_script06_M014,happy,"하여튼 먹는 것만 진짜, 어쨌든 아이 둘을 낳아가지고",5
Sess10_impro02_M001,neutral,이거 짬뽕 어떻게 만드신 거에요?,4
Sess10_script05_M006,neutral,"아 그래, 요즘 자기 영상 찍어서 올리고 이런게 유행이지, 유진씨는 어떤거죠? 먹방?",4
Sess10_impro02_M012,neutral,아니 전 잘하고 싶어서 그래요. 저는 그 인기가지고 그냥 대충 어떤 객기로 만드는 그런 요리들은 오래 못 간다고 생각하거든요.,4
Sess10_script01_M021,angry,야 날 지금 망가트리려고 작정했잖아 지금 야 한번만 줘 한번만 야 너 진짜 뒤 뒤져. 야 너 입만 뻥끗해봐 너도 똑같이 내가 만들어줄테니까 알겠어?,2
Sess10_impro04_M052,neutral,씻고 올게.,4
Sess10_script05_M001,neutral,432번 이유진씨 맞습니까?,4
Sess10_script01_M016,angry,아니 야 너 내가 망가지길 바래? 내가 인생 바닥으로 떨어지길 원하냐구.,2
Sess10_script05_M003,neutral,사정으로네 알겠습니다. 학점은 꽤 높군요. 뭐 전공 지식도 풍부하고 대학원까지 나왔으니끼 이 분야에 대해 많이 아실것 같습니다.,4
Sess10_impro02_M010,neutral,아 자존심이 건드렸으면.,4
Sess10_impro04_M048,neutral,이따가 많이 해줄게 응.,4
Sess10_script05_M010,neutral,근데 유진씨 애인 있어요?,4
Sess10_impro04_M005,surprise,아니 이 양반아. 내가 의산데 뭐 소독을 빨리 거 어딨어? 약 상자. ,1
Sess10_script01_M005,fear,"보고올테니까으으응응 죽었으면 어떡하지, 아니 야 나 술도 마셨는데 신고해 신고해야되냐? 아니 나중 일이 더 커질거야 어? 어떡하지,",0
Sess10_script05_M015,neutral,어어어 그거 한번 해봐요 어 춤추면서.,4
Sess10_impro02_M013,neutral,네.,4
Sess10_impro04_M037,happy,아 당신 다 좋거든. 그 내가 당신 요리만큼은 그니까 내가 학원을 좀 등록을 시켜줬으면 좋겠어. 아 그니까,5
Sess11_impro02_F012,neutral,그래서 뭐 어떻게 됐는데? 아니 뭐 김 부장 하루 이틀 그런 것도 아니고.,4
Sess11_impro01_F018,neutral,네.,4
Sess11_impro03_F020,surprise,아니에요 이 뭔가 오해를 하고 있는 거 같애요. 전 그런,1
Sess11_impro02_F010,neutral,환불이 되나?,4
Sess11_script06_F006,sad,잘 들어. 나 폐에 종양이 생겼대.,3
Sess11_impro04_F005,neutral,아 은서가 넘어지는데 받쳐주다가 괜찮아 진짜 얼마 안 다쳤어 얼른자병원에 안 갔어 아 뭐 이거가지고 가.,4
Sess11_impro03_F010,angry,아니 왜 전무님이 추진한 아이템을 이딴 식으로 만드냐구요.,2
Sess11_script05_F021,surprise,아 지금 뭐하려고.,1
Sess11_script02_F001,neutral, 음 맛있다. 근데 자긴 안 먹어?,4
Sess11_script02_F027,disgust,오빠 같은 사람하곤 이젠 못 만나겠다구.,6
Sess11_impro04_F006,happy,이거 가지고가 아니라 아니 여보 당신 남편 의사야. 아 이걸로 병원 안 가면 어떡해 빨리 와바 아 진짜. 봐봐. ,5
Sess11_impro01_F011,angry, 수준 이하라고요?,2
Sess11_script05_F010,disgust,지섭씨.,6
Sess11_impro02_F002,neutral,뭐야 무슨 일 있었어? 표정이 왜 그래?,4
Sess11_script01_F001,neutral,뭐야! 시간이 벌써 이렇게 됐네 드라마 봐야지 어? 오빠 불 꺼놓고 거실에서 뭐해?,4
Sess11_impro04_F030,happy, 아휴 너무 좋다 이대론 못 재우겠다.,5
Sess11_script03_F003,neutral,같습니다네 감사합니다. ,4
Sess11_impro04_F028,happy,어 정말? ,5
Sess11_script02_F010,happy,어때 나 오빠 여잔데. 내가 부끄러?,5
Sess11_script02_F003,neutral,아아 얼른.,4
Sess11_script04_F005,neutral,네 웃자고 한 얘기에요. 근데 그 아이디어라는게 뭐에요?,4
Sess11_impro01_F006,neutral,네.,4
